Link,Timestamp
https://jindal.utdallas.edu/external-relations/corporate-relations/,2025-04-17T15:47:34.486093
https://jindal.utdallas.edu/centers-of-excellence/morris-hite-center-for-marketing/contact/,2025-04-17T15:47:34.486099
https://jindal.utdallas.edu/jindal/centers-of-excellence/iaep/fraud-summit/fraud-summit-2017/,2025-04-17T15:47:34.486106
https://jindal.utdallas.edu/news/jindal-school-business-analytics-alumnus-awarded-patent/,2025-04-17T15:47:34.486113
https://jindal.utdallas.edu/news/jindal-school-event-introduces-student-participants-to-sales-process/,2025-04-17T15:47:34.486119
https://jindal.utdallas.edu/centers-of-excellence/iecg/certificates/,2025-04-17T15:47:34.486126
https://jindal.utdallas.edu/news/earth-day-conference-drills-into-energy-entrepreneurship/,2025-04-17T15:47:34.486133
https://jindal.utdallas.edu/news/preparation-is-key-at-ut-dallas-big-idea-competition/,2025-04-17T15:47:34.486140
https://jindal.utdallas.edu/events/ann-and-jack-graves-foundation-conference-series-2023/,2025-04-17T15:47:34.486146
https://jindal.utdallas.edu/about-the-jindal-school-of-management/jindal-undergraduate-research-scholar/,2025-04-17T15:47:34.486153
https://jindal.utdallas.edu/47846077877975&instance=48366187013620,2025-04-17T15:47:34.486161
https://jindal.utdallas.edu/news/finance-graduate-student-at-the-jindal-school-awarded-scholarship-from-womens-organization/,2025-04-17T15:47:34.486167
https://jindal.utdallas.edu/news/faculty-member-wins-awards-sees-his-work-at-the-jindal-school-as-a-calling/,2025-04-17T15:47:34.486175
https://jindal.utdallas.edu/infosystems/ms-business-analytics/,2025-04-17T15:47:34.486182
https://jindal.utdallas.edu/news/jindal-students-plug-into-atts-smartcities-project/,2025-04-17T15:47:34.486189
https://jindal.utdallas.edu/testimonials/phd-testimonials/oktay-urcan/,2025-04-17T15:47:34.486196
https://jindal.utdallas.edu/news/supply-chain-management-programs-at-the-jindal-school-highly-placed-in-industry-experts-ranking/,2025-04-17T15:47:34.486203
https://jindal.utdallas.edu/news/jsom-event-facilitates-student-success/,2025-04-17T15:47:34.486211
https://jindal.utdallas.edu/mba/academics/professional-mba-evening-cohort,2025-04-17T15:47:34.486218
https://jindal.utdallas.edu/infosystems/certificate-programs/enterprise-systems/,2025-04-17T15:47:34.486225
https://jindal.utdallas.edu/jindal/centers-of-excellence/iecg/certificates,2025-04-17T15:47:34.486232
https://jindal.utdallas.edu/news/new-program-at-the-jindal-school-develops-future-industry-leaders/,2025-04-17T15:47:34.486238
https://jindal.utdallas.edu/osim/bs-hrm/,2025-04-17T15:47:34.486245
https://jindal.utdallas.edu/events/bisnet-conference-at-ut-dallas/,2025-04-17T15:47:34.486250
https://jindal.utdallas.edu/#top,2025-04-17T15:47:34.486256
https://jindal.utdallas.edu/news/jindal-school-students-ut-dallas-community-members-build-system-to-help-eradicate-human-trafficking/,2025-04-17T15:47:34.486261
